CountryID,Country,Currency,Measure,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
174,Comoros,Comoro Franc,IMF based exchange rate,391.82,358.98,334.50,352.72,371.10,353.44,382.92,370.42,370.32,443.41,444.45,435.49,416.58,439.46,430.72,415.96,467.18,454.99
174,Comoros,,Population,"604,753","616,927","629,307","641,947","654,836","668,056","681,630","696,192","711,503","726,682","741,741","756,669","771,590","786,578","802,163","818,174","834,188","850,387"
178,Congo,CFA Franc BEAC,AMA exchange rate,522.43,478.63,446.00,470.29,494.79,471.25,510.56,493.90,493.76,591.21,592.61,580.66,555.45,585.91,575.59,554.53,623.76,606.57
178,Congo,CFA Franc BEAC,IMF based exchange rate,522.43,478.63,446.00,470.29,494.79,471.25,510.56,493.90,493.76,591.21,592.61,580.66,555.45,585.91,575.59,554.53,623.76,606.57
178,Congo,,Population,"3,837,409","3,980,430","4,113,517","4,281,219","4,462,290","4,609,724","4,740,450","4,857,099","4,975,880","5,097,581","5,222,536","5,351,011","5,483,118","5,616,661","5,752,791","5,892,183","6,035,104","6,182,885"
184,Cook Islands,New Zealand Dollar,AMA exchange rate,1.54,1.36,1.42,1.60,1.39,1.27,1.23,1.22,1.21,1.43,1.44,1.41,1.45,1.52,1.54,1.41,1.58,1.63
184,Cook Islands,New Zealand Dollar,IMF based exchange rate,1.54,1.36,1.42,1.60,1.39,1.27,1.23,1.22,1.21,1.43,1.44,1.41,1.45,1.52,1.54,1.41,1.58,1.63
184,Cook Islands,,Population,"15,206","15,495","15,981","16,475","16,976","17,455","17,661","17,605","17,532","17,446","17,332","17,047","16,596","16,129","15,643","15,182","14,723","14,222"
188,Costa Rica,Costa Rican Colon,AMA exchange rate,511.30,516.62,526.24,573.29,525.83,505.66,502.90,499.77,538.32,534.57,544.74,567.51,576.97,587.29,584.90,620.78,647.14,544.05
188,Costa Rica,Costa Rican Colon,IMF based exchange rate,511.30,516.62,526.24,573.29,525.83,505.66,502.90,499.77,538.32,534.57,544.74,567.51,576.97,587.29,584.90,620.78,647.14,544.05
188,Costa Rica,,Population,"4,321,340","4,380,248","4,440,056","4,499,791","4,555,962","4,609,833","4,663,934","4,716,147","4,767,119","4,818,038","4,866,998","4,913,177","4,957,818","4,999,553","5,034,320","5,059,988","5,081,765","5,105,525"
384,Côte d'Ivoire,CFA Franc BCEAO,AMA exchange rate,522.43,478.63,446.00,470.29,494.79,471.25,510.56,493.90,493.76,591.21,592.61,580.66,555.45,585.91,575.59,554.53,623.76,606.57
384,Côte d'Ivoire,CFA Franc BCEAO,IMF based exchange rate,522.43,478.63,446.00,470.29,494.79,471.25,510.56,493.90,493.76,591.21,592.61,580.66,555.45,585.91,575.59,554.53,623.76,606.57
384,Côte d'Ivoire,,Population,"20,546,802","21,030,558","21,514,439","21,997,940","22,488,065","22,982,000","23,467,078","23,939,775","24,527,395","25,246,342","25,989,405","26,733,372","27,464,173","28,193,009","28,915,449","29,639,736","30,395,002","31,165,654"
191,Croatia,Euro,AMA exchange rate,0.77,0.71,0.65,0.70,0.73,0.71,0.78,0.76,0.76,0.91,0.90,0.88,0.83,0.88,0.88,0.84,0.95,0.92
191,Croatia,Euro,IMF based exchange rate,0.77,0.71,0.65,0.70,0.73,0.71,0.78,0.76,0.76,0.91,0.90,0.88,0.83,0.88,0.88,0.84,0.95,0.92
191,Croatia,,Population,"4,315,800","4,315,954","4,314,631","4,310,530","4,301,145","4,280,824","4,259,236","4,242,398","4,219,479","4,183,729","4,136,444","4,079,200","4,024,868","3,986,334","3,953,958","3,924,610","3,907,027","3,896,023"
192,Cuba,Cuban Peso,AMA exchange rate,1.00,1.00,1.00,1.00,1.00,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
192,Cuba,Cuban Peso,IMF based exchange rate,1.00,1.00,1.00,1.00,1.00,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
192,Cuba,,Population,"11,278,550","11,287,272","11,291,762","11,294,719","11,297,409","11,301,571","11,303,175","11,298,167","11,285,775","11,275,065","11,265,612","11,247,829","11,227,118","11,202,846","11,176,354","11,122,168","11,059,820","11,019,931"
531,Curaçao,Netherlands Antillian Guilder,AMA exchange rate,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79
531,Curaçao,Netherlands Antillian Guilder,IMF based exchange rate,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79
531,Curaçao,,Population,"152,505","153,666","154,775","155,825","156,879","158,566","160,890","163,109","165,027","166,612","167,782","168,516","181,583","189,543","185,018","185,315","185,345","185,427"
196,Cyprus,Euro,AMA exchange rate,0.78,0.73,0.68,0.72,0.75,0.72,0.78,0.75,0.75,0.90,0.90,0.89,0.85,0.89,0.88,0.85,0.95,0.92
196,Cyprus,Euro,IMF based exchange rate,0.78,0.73,0.68,0.72,0.75,0.72,0.78,0.75,0.75,0.90,0.90,0.89,0.85,0.89,0.88,0.85,0.95,0.92
196,Cyprus,,Population,"750,965","767,125","786,632","808,035","829,446","850,881","863,945","861,930","852,504","847,700","851,600","859,519","870,068","875,899","888,005","896,007","904,705","913,951"
203,Czechia,Czech Koruna,AMA exchange rate,22.60,20.29,17.07,19.06,19.10,17.70,19.58,19.57,20.76,24.60,24.44,23.38,21.73,22.93,23.21,21.68,23.36,22.20
203,Czechia,Czech Koruna,IMF based exchange rate,22.60,20.29,17.07,19.06,19.10,17.70,19.58,19.57,20.76,24.60,24.44,23.38,21.73,22.93,23.21,21.68,23.36,22.20
203,Czechia,,Population,"10,304,588","10,337,543","10,378,292","10,420,985","10,464,035","10,495,511","10,507,335","10,511,163","10,517,226","10,524,416","10,531,948","10,541,342","10,548,937","10,554,875","10,550,129","10,530,683","10,673,213","10,809,716"
200,Czechoslovakia (Former),Koruna,AMA exchange rate,,,,,,,,,,,,,,,,,,
200,Czechoslovakia (Former),Koruna,IMF based exchange rate,,,,,,,,,,,,,,,,,,
200,Czechoslovakia (Former),,Population,,,,,,,,,,,,,,,,,,
408,D.P.R. of Korea,North Korean Won,AMA exchange rate,141.32,139.08,139.00,139.00,100.80,96.45,100.26,98.92,98.74,107.56,107.75,107.74,104.92,107.53,107.01,106.98,108.52,110.00
408,D.P.R. of Korea,North Korean Won,IMF based exchange rate,141.32,139.08,139.00,139.00,100.80,96.45,100.26,98.92,98.74,107.56,107.75,107.74,104.92,107.53,107.01,106.98,108.52,110.00
408,D.P.R. of Korea,,Population,"23,874,418","23,993,064","24,108,165","24,218,864","24,324,903","24,432,587","24,543,423","24,658,025","24,776,607","24,897,406","25,017,122","25,133,341","25,243,772","25,347,434","25,443,498","25,537,170","25,630,928","25,717,918"
180,D.R. of the Congo,Franc Congolais,AMA exchange rate,468.28,516.75,559.29,809.79,905.91,919.49,919.76,919.57,925.23,925.98,"1,010.30","1,464.42","1,622.52","1,647.76","1,851.12","1,989.39","2,006.71","2,340.04"
180,D.R. of the Congo,Franc Congolais,IMF based exchange rate,468.28,516.75,559.29,809.79,905.91,919.49,919.76,919.57,925.23,925.98,"1,010.30","1,464.42","1,622.52","1,647.76","1,851.12","1,989.39","2,006.71","2,340.04"
180,D.R. of the Congo,,Population,"60,615,908","62,477,752","64,390,664","66,412,044","68,563,038","70,849,311","73,254,618","75,789,395","78,403,242","81,035,531","83,956,415","87,083,398","90,047,644","92,947,442","95,989,998","99,148,932","102,396,968","105,789,731"
208,Denmark,Danish Krone,AMA exchange rate,5.95,5.44,5.10,5.36,5.62,5.37,5.79,5.62,5.61,6.73,6.73,6.60,6.31,6.67,6.54,6.29,7.08,6.89
208,Denmark,Danish Krone,IMF based exchange rate,5.95,5.44,5.10,5.36,5.62,5.37,5.79,5.62,5.61,6.73,6.73,6.60,6.31,6.67,6.54,6.29,7.08,6.89
208,Denmark,,Population,"5,437,420","5,461,607","5,493,764","5,523,173","5,547,863","5,570,849","5,591,917","5,615,333","5,643,794","5,683,701","5,728,201","5,765,168","5,793,824","5,814,618","5,831,530","5,856,776","5,902,904","5,948,136"
262,Djibouti,Djibouti Franc,AMA exchange rate,177.72,177.72,177.72,177.72,177.72,177.72,177.72,177.72,177.72,177.72,177.72,177.72,177.72,177.72,177.72,177.72,177.72,177.72
262,Djibouti,Djibouti Franc,IMF based exchange rate,177.72,177.72,177.72,177.72,177.72,177.72,177.72,177.72,177.72,177.72,177.72,177.72,177.72,177.72,177.72,177.72,177.72,177.72
262,Djibouti,,Population,"855,764","874,528","892,734","911,527","930,251","948,558","966,747","984,824","1,002,717","1,020,313","1,037,653","1,054,841","1,071,882","1,088,709","1,105,188","1,121,248","1,137,096","1,152,944"
212,Dominica,East Caribbean Dollar,AMA exchange rate,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70
212,Dominica,East Caribbean Dollar,IMF based exchange rate,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70
212,Dominica,,Population,"68,806","68,847","68,854","68,864","68,859","69,053","69,118","69,715","70,373","70,410","69,606","68,496","68,174","67,880","67,573","67,202","66,826","66,510"
214,Dominican Republic,Dominican Peso,AMA exchange rate,33.30,33.17,34.53,35.97,36.82,38.09,39.32,41.79,43.55,45.05,46.06,47.53,49.51,51.29,56.52,57.22,55.14,56.16
214,Dominican Republic,Dominican Peso,IMF based exchange rate,33.30,33.17,34.53,35.97,36.82,38.09,39.32,41.79,43.55,45.05,46.06,47.53,49.51,51.29,56.52,57.22,55.14,56.16
214,Dominican Republic,,Population,"9,341,183","9,455,658","9,573,130","9,695,265","9,820,175","9,945,621","10,070,411","10,193,833","10,315,528","10,434,829","10,551,430","10,666,843","10,782,053","10,894,043","11,008,300","11,123,476","11,230,734","11,331,265"
218,Ecuador,US Dollar,AMA exchange rate,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
218,Ecuador,US Dollar,IMF based exchange rate,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
218,Ecuador,,Population,"14,086,131","14,328,773","14,575,202","14,825,954","15,076,695","15,326,227","15,572,194","15,807,128","16,035,124","16,266,225","16,505,139","16,759,519","17,049,547","17,340,021","17,546,065","17,682,454","17,823,897","17,980,083"
818,Egypt,Egyptian Pound,AMA exchange rate,5.73,5.64,5.43,5.54,5.62,5.93,6.06,6.87,7.08,7.69,10.03,17.78,17.77,16.77,15.76,15.64,19.16,30.63
818,Egypt,Egyptian Pound,IMF based exchange rate,5.73,5.64,5.43,5.54,5.62,5.93,6.06,6.87,7.08,7.69,10.03,17.78,17.77,16.77,15.76,15.64,19.16,30.63
818,Egypt,,Population,"82,700,403","84,276,225","85,864,789","87,501,636","89,196,072","91,093,059","93,161,001","95,333,553","97,528,654","99,597,342","101,644,589","103,696,057","105,682,094","107,553,158","109,315,124","110,957,008","112,618,250","114,535,772"
222,El Salvador,US Dollar,AMA exchange rate,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
222,El Salvador,US Dollar,IMF based exchange rate,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
222,El Salvador,,Population,"6,002,319","6,009,824","6,029,297","6,048,279","6,068,249","6,090,127","6,113,975","6,138,839","6,162,955","6,183,676","6,200,800","6,213,533","6,219,807","6,222,318","6,234,673","6,255,782","6,280,319","6,309,624"
226,Equatorial Guinea,CFA Franc BEAC,AMA exchange rate,522.43,478.63,446.00,470.29,494.79,471.25,510.56,493.90,493.76,591.21,592.61,580.66,555.45,585.91,575.59,554.53,623.76,606.57
226,Equatorial Guinea,CFA Franc BEAC,IMF based exchange rate,522.43,478.63,446.00,470.29,494.79,471.25,510.56,493.90,493.76,591.21,592.61,580.66,555.45,585.91,575.59,554.53,623.76,606.57
226,Equatorial Guinea,,Population,"990,343","1,036,044","1,084,530","1,135,673","1,189,085","1,241,835","1,293,483","1,346,218","1,399,828","1,453,923","1,508,186","1,562,396","1,616,422","1,670,177","1,716,468","1,758,786","1,803,545","1,847,549"
232,Eritrea,Nakfa,AMA exchange rate,15.38,15.38,15.38,15.38,15.38,15.38,15.38,15.38,15.38,15.38,15.35,15.08,15.08,15.08,15.08,15.08,15.08,15.08
232,Eritrea,Nakfa,IMF based exchange rate,15.38,15.38,15.38,15.38,15.38,15.38,15.38,15.38,15.38,15.38,15.35,15.08,15.08,15.08,15.08,15.08,15.08,15.08
232,Eritrea,,Population,"2,703,502","2,743,222","2,816,327","2,887,885","2,945,186","2,998,485","3,036,988","3,074,360","3,095,173","3,105,546","3,124,698","3,150,347","3,192,760","3,240,194","3,291,271","3,350,183","3,409,447","3,470,390"
233,Estonia,Euro,AMA exchange rate,0.80,0.73,0.68,0.72,0.75,0.72,0.78,0.75,0.75,0.90,0.90,0.89,0.85,0.89,0.88,0.85,0.95,0.92
233,Estonia,Euro,IMF based exchange rate,0.80,0.73,0.68,0.72,0.75,0.72,0.78,0.75,0.75,0.90,0.90,0.89,0.85,0.89,0.88,0.85,0.95,0.92
233,Estonia,,Population,"1,346,880","1,340,705","1,337,074","1,334,528","1,331,448","1,327,358","1,322,616","1,317,919","1,314,452","1,314,576","1,315,849","1,317,425","1,321,965","1,326,822","1,329,669","1,331,749","1,350,091","1,367,196"
748,Eswatini,Lilangeni,AMA exchange rate,6.77,7.05,8.26,8.47,7.32,7.26,8.21,9.66,10.85,12.76,14.71,13.32,13.23,14.45,16.47,14.78,16.36,18.45
748,Eswatini,Lilangeni,IMF based exchange rate,6.77,7.05,8.26,8.47,7.32,7.26,8.21,9.66,10.85,12.76,14.71,13.32,13.23,14.45,16.47,14.78,16.36,18.45
748,Eswatini,,Population,"1,084,436","1,090,705","1,098,091","1,105,153","1,111,650","1,117,833","1,123,863","1,129,990","1,136,299","1,142,813","1,149,507","1,158,195","1,168,929","1,179,874","1,192,729","1,206,593","1,218,917","1,230,506"
231,Ethiopia,Ethiopian Birr,AMA exchange rate,8.70,8.97,9.60,11.78,14.41,16.90,17.70,18.63,19.59,20.58,21.73,23.87,27.43,29.07,34.93,43.73,51.76,54.60
231,Ethiopia,Ethiopian Birr,IMF based exchange rate,8.70,8.97,9.60,11.78,14.41,16.90,17.70,18.63,19.59,20.58,21.73,23.87,27.43,29.07,34.93,43.73,51.76,54.60
231,Ethiopia,,Population,"80,703,490","83,103,217","85,543,668","88,007,636","90,538,514","93,149,970","95,798,767","98,438,751","101,115,610","103,867,135","106,718,162","109,666,481","112,664,152","115,737,383","118,917,671","122,138,588","125,384,287","128,691,692"
230,Ethiopia (Former),Birr,AMA exchange rate,,,,,,,,,,,,,,,,,,
230,Ethiopia (Former),Birr,IMF based exchange rate,,,,,,,,,,,,,,,,,,
230,Ethiopia (Former),,Population,,,,,,,,,,,,,,,,,,
242,Fiji,Fiji Dollar,AMA exchange rate,1.73,1.61,1.59,1.96,1.92,1.79,1.79,1.84,1.89,2.10,2.09,2.07,2.09,2.16,2.17,2.07,2.20,2.25
242,Fiji,Fiji Dollar,IMF based exchange rate,1.73,1.61,1.59,1.96,1.92,1.79,1.79,1.84,1.89,2.10,2.09,2.07,2.09,2.16,2.17,2.07,2.20,2.25
242,Fiji,,Population,"890,365","897,832","903,399","907,239","910,419","912,989","914,918","916,352","917,585","918,578","919,166","918,759","917,180","914,899","914,963","916,711","919,422","924,145"
246,Finland,Euro,AMA exchange rate,0.80,0.73,0.68,0.72,0.75,0.72,0.78,0.75,0.75,0.90,0.90,0.89,0.85,0.89,0.88,0.85,0.95,0.92
246,Finland,Euro,IMF based exchange rate,0.80,0.73,0.68,0.72,0.75,0.72,0.78,0.75,0.75,0.90,0.90,0.89,0.85,0.89,0.88,0.85,0.95,0.92
246,Finland,,Population,"5,266,247","5,288,710","5,313,377","5,338,856","5,363,350","5,388,241","5,413,971","5,439,053","5,461,684","5,479,717","5,495,469","5,508,396","5,515,736","5,521,759","5,529,612","5,541,075","5,569,299","5,601,185"
530,Former Netherlands Antilles,Netherlands Antillian Guilder,AMA exchange rate,1.91,1.91,1.92,1.93,1.75,1.79,1.79,,,,,,,,,,,
530,Former Netherlands Antilles,Netherlands Antillian Guilder,IMF based exchange rate,1.79,1.79,1.79,1.79,1.79,1.79,1.79,,,,,,,,,,,
530,Former Netherlands Antilles,,Population,"184,933","186,457","187,920","189,316","190,673","192,833","195,913",,,,,,,,,,,
250,France,Euro,AMA exchange rate,0.80,0.73,0.68,0.72,0.75,0.72,0.78,0.75,0.75,0.90,0.90,0.89,0.85,0.89,0.88,0.85,0.95,0.92
250,France,Euro,IMF based exchange rate,0.80,0.73,0.68,0.72,0.75,0.72,0.78,0.75,0.75,0.90,0.90,0.89,0.85,0.89,0.88,0.85,0.95,0.92
250,France,,Population,"64,060,149","64,470,141","64,842,856","65,186,042","65,510,017","65,836,675","66,169,170","66,513,021","66,841,142","67,080,971","67,260,373","67,469,032","67,706,406","67,917,133","68,104,157","68,291,492","68,486,680","68,655,641"
258,French Polynesia,CFP Franc,AMA exchange rate,95.04,87.07,81.14,85.56,90.01,85.73,92.88,89.85,89.82,107.55,107.81,105.63,101.05,106.59,104.71,100.88,113.47,110.35
258,French Polynesia,CFP Franc,IMF based exchange rate,95.04,87.07,81.14,85.56,90.01,85.73,92.88,89.85,89.82,107.55,107.81,105.63,101.05,106.59,104.71,100.88,113.47,110.35
258,French Polynesia,,Population,"263,223","266,438","268,379","269,481","270,580","271,727","273,084","274,728","276,387","277,866","279,178","280,087","279,815","279,034","279,209","279,792","280,378","281,118"
266,Gabon,CFA Franc BEAC,AMA exchange rate,522.43,478.63,446.00,470.29,494.79,471.25,510.56,493.90,493.76,591.21,592.61,580.66,555.45,585.91,575.59,554.53,623.76,606.57
266,Gabon,CFA Franc BEAC,IMF based exchange rate,522.43,478.63,446.00,470.29,494.79,471.25,510.56,493.90,493.76,591.21,592.61,580.66,555.45,585.91,575.59,554.53,623.76,606.57
266,Gabon,,Population,"1,508,337","1,556,237","1,607,175","1,661,556","1,719,879","1,781,985","1,846,889","1,913,059","1,978,399","2,040,989","2,100,306","2,156,900","2,212,318","2,267,706","2,322,539","2,376,722","2,430,747","2,484,789"
270,Gambia,Dalasi,AMA exchange rate,28.07,24.87,22.19,26.64,28.01,29.46,32.08,35.96,41.73,42.51,43.37,46.61,48.15,50.06,51.50,51.48,54.92,61.10
270,Gambia,Dalasi,IMF based exchange rate,28.07,24.87,22.19,26.64,28.01,29.46,32.08,35.96,41.73,42.51,43.37,46.61,48.15,50.06,51.50,51.48,54.92,61.10
270,Gambia,,Population,"1,715,275","1,765,774","1,817,852","1,871,422","1,926,630","1,983,784","2,043,094","2,103,820","2,164,528","2,224,529","2,283,769","2,342,189","2,399,632","2,456,844","2,515,733","2,576,010","2,636,470","2,697,845"
268,Georgia,Lari,AMA exchange rate,1.78,1.67,1.49,1.67,1.78,1.69,1.65,1.66,1.77,2.27,2.37,2.51,2.53,2.82,3.11,3.22,2.92,2.63
268,Georgia,Lari,IMF based exchange rate,1.78,1.67,1.49,1.67,1.78,1.69,1.65,1.66,1.77,2.27,2.37,2.51,2.53,2.82,3.11,3.22,2.92,2.63
268,Georgia,,Population,"3,996,591","3,967,590","3,941,195","3,918,941","3,895,925","3,868,724","3,839,208","3,809,125","3,792,916","3,791,573","3,792,057","3,792,859","3,794,877","3,796,722","3,795,678","3,788,451","3,794,784","3,807,492"
276,Germany,Euro,AMA exchange rate,0.80,0.73,0.68,0.72,0.75,0.72,0.78,0.75,0.75,0.90,0.90,0.89,0.85,0.89,0.88,0.85,0.95,0.92
276,Germany,Euro,IMF based exchange rate,0.80,0.73,0.68,0.72,0.75,0.72,0.78,0.75,0.75,0.90,0.90,0.89,0.85,0.89,0.88,0.85,0.95,0.92
276,Germany,,Population,"81,701,971","81,298,542","81,110,777","80,935,283","80,830,924","80,857,874","80,916,390","81,041,582","81,376,080","82,077,550","82,760,102","83,104,007","83,368,505","83,559,186","83,628,708","83,697,083","84,086,227","84,548,231"
288,Ghana,Cedi,AMA exchange rate,0.92,0.93,1.05,1.40,1.43,1.52,1.82,1.98,2.90,3.71,3.91,4.35,4.59,5.22,5.60,5.81,8.27,11.02
288,Ghana,Cedi,IMF based exchange rate,0.92,0.93,1.05,1.40,1.43,1.52,1.82,1.98,2.90,3.71,3.91,4.35,4.59,5.22,5.60,5.81,8.27,11.02
288,Ghana,,Population,"23,040,702","23,642,279","24,249,946","24,862,664","25,474,995","26,095,088","26,734,268","27,386,193","28,041,592","28,696,068","29,356,742","30,008,354","30,637,585","31,258,945","31,887,809","32,518,665","33,149,152","33,787,914"
300,Greece,Euro,AMA exchange rate,0.80,0.73,0.68,0.72,0.75,0.72,0.78,0.75,0.75,0.90,0.90,0.89,0.85,0.89,0.88,0.85,0.95,0.92
300,Greece,Euro,IMF based exchange rate,0.80,0.73,0.68,0.72,0.75,0.72,0.78,0.75,0.75,0.90,0.90,0.89,0.85,0.89,0.88,0.85,0.95,0.92
300,Greece,,Population,"11,016,103","11,045,737","11,076,872","11,108,069","11,124,670","11,108,844","11,048,298","10,967,540","10,893,166","10,820,903","10,775,504","10,753,533","10,730,844","10,718,576","10,699,369","10,579,561","10,412,480","10,242,908"
304,Greenland,Danish Krone,AMA exchange rate,5.95,5.44,5.10,5.36,5.62,5.37,5.79,5.62,5.61,6.73,6.73,6.60,6.31,6.67,6.54,6.29,7.08,6.89
304,Greenland,Danish Krone,IMF based exchange rate,5.95,5.44,5.10,5.36,5.62,5.37,5.79,5.62,5.61,6.73,6.73,6.60,6.31,6.67,6.54,6.29,7.08,6.89
304,Greenland,,Population,"56,883","56,782","56,661","56,522","56,614","56,834","56,778","56,513","56,173","56,021","56,061","56,071","56,074","56,084","56,080","56,041","55,990","55,922"
308,Grenada,East Caribbean Dollar,AMA exchange rate,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70
308,Grenada,East Caribbean Dollar,IMF based exchange rate,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70
308,Grenada,,Population,"110,135","110,522","110,896","111,254","111,586","112,079","112,775","113,487","114,132","114,676","115,130","115,438","115,691","115,981","116,341","116,688","116,913","117,081"
320,Guatemala,Quetzal,AMA exchange rate,7.60,7.67,7.56,8.16,8.06,7.79,7.83,7.86,7.73,7.65,7.60,7.35,7.52,7.70,7.72,7.73,7.75,7.83
320,Guatemala,Quetzal,IMF based exchange rate,7.60,7.67,7.56,8.16,8.06,7.79,7.83,7.86,7.73,7.65,7.60,7.35,7.52,7.70,7.72,7.73,7.75,7.83
320,Guatemala,,Population,"13,367,459","13,652,040","13,935,174","14,215,611","14,500,112","14,792,126","15,089,647","15,387,337","15,681,725","15,971,743","16,268,760","16,567,357","16,845,685","17,103,803","17,357,325","17,598,650","17,847,877","18,124,838"
324,Guinea,Guinea Franc,AMA exchange rate,"5,148.75","4,197.75","4,601.69","4,801.08","5,726.07","6,658.03","6,985.83","6,907.88","7,014.12","7,485.52","8,967.93","9,088.32","9,011.13","9,183.88","9,565.08","9,795.71","8,715.24","8,510.27"
324,Guinea,Guinea Franc,IMF based exchange rate,"5,148.75","4,197.75","4,601.69","4,801.08","5,726.07","6,658.03","6,985.83","6,907.88","7,014.12","7,485.52","8,967.93","9,088.32","9,011.13","9,183.88","9,565.08","9,795.71","8,715.24","8,510.27"
324,Guinea,,Population,"9,441,171","9,662,281","9,898,870","10,143,534","10,396,086","10,656,810","10,921,581","11,191,873","11,472,924","11,767,070","12,073,030","12,385,659","12,704,774","13,034,346","13,371,183","13,710,513","14,055,137","14,405,468"
624,Guinea-Bissau,CFA Franc BCEAO,AMA exchange rate,522.43,478.63,446.00,470.29,494.79,471.25,510.56,493.90,493.76,591.21,592.61,580.66,555.45,585.91,575.59,554.53,623.76,606.57
624,Guinea-Bissau,CFA Franc BCEAO,IMF based exchange rate,522.43,478.63,446.00,470.29,494.79,471.25,510.56,493.90,493.76,591.21,592.61,580.66,555.45,585.91,575.59,554.53,623.76,606.57
624,Guinea-Bissau,,Population,"1,415,303","1,450,986","1,488,054","1,526,377","1,566,347","1,608,076","1,651,417","1,695,973","1,741,122","1,786,457","1,831,893","1,877,072","1,922,168","1,967,696","2,013,255","2,058,841","2,105,529","2,153,339"
328,Guyana,Guyana Dollar,AMA exchange rate,200.19,202.35,203.63,203.95,203.64,204.02,204.36,205.39,206.45,206.50,206.50,206.50,207.72,208.50,208.50,208.50,208.50,208.50
328,Guyana,Guyana Dollar,IMF based exchange rate,200.19,202.35,203.63,203.95,203.64,204.02,204.36,205.39,206.45,206.50,206.50,206.50,207.72,208.50,208.50,208.50,208.50,208.50
328,Guyana,,Population,"758,966","756,861","754,606","752,094","749,256","746,153","746,288","750,021","754,229","758,781","763,548","768,479","791,556","807,665","807,481","815,482","821,637","826,353"
332,Haiti,Gourde,AMA exchange rate,40.41,36.86,39.11,41.20,39.80,40.52,41.95,43.46,45.22,50.71,63.34,64.77,68.03,88.81,93.51,89.23,115.63,141.04
332,Haiti,Gourde,IMF based exchange rate,40.41,36.86,39.11,41.20,39.80,40.52,41.95,43.46,45.22,50.71,63.34,64.77,68.03,88.81,93.51,89.23,115.63,141.04
332,Haiti,,Population,"9,216,562","9,373,296","9,530,774","9,689,581","9,803,294","9,914,904","10,069,771","10,222,362","10,373,235","10,523,242","10,671,457","10,817,754","10,962,362","11,105,163","11,243,848","11,374,586","11,503,606","11,637,398"
340,Honduras,Lempira,AMA exchange rate,18.90,18.90,18.90,18.90,18.90,18.92,19.50,20.35,20.99,21.95,22.84,23.49,23.90,24.51,24.58,24.02,24.49,24.60
340,Honduras,Lempira,IMF based exchange rate,18.90,18.90,18.90,18.90,18.90,18.92,19.50,20.35,20.99,21.95,22.84,23.49,23.90,24.51,24.58,24.02,24.49,24.60
340,Honduras,,Population,"7,656,832","7,834,798","8,012,587","8,189,899","8,365,878","8,540,583","8,715,076","8,889,278","9,063,122","9,237,305","9,412,380","9,588,137","9,765,210","9,943,633","10,119,640","10,289,877","10,463,872","10,644,851"
348,Hungary,Forint,AMA exchange rate,210.39,183.63,172.11,202.34,207.94,201.06,225.10,223.70,232.60,279.33,281.52,274.43,270.21,290.66,308.00,303.14,372.60,353.09
348,Hungary,Forint,IMF based exchange rate,210.39,183.63,172.11,202.34,207.94,201.06,225.10,223.70,232.60,279.33,281.52,274.43,270.21,290.66,308.00,303.14,372.60,353.09
348,Hungary,,Population,"10,049,943","10,034,082","10,016,657","10,001,378","9,979,129","9,946,676","9,916,623","9,889,346","9,862,842","9,839,211","9,810,532","9,785,604","9,774,394","9,770,346","9,749,457","9,707,850","9,684,306","9,686,463"
352,Iceland,Iceland Krona,AMA exchange rate,70.18,64.06,87.95,123.64,122.24,115.95,125.08,122.18,116.77,131.92,120.81,106.84,108.30,122.61,135.42,126.99,135.28,137.94
352,Iceland,Iceland Krona,IMF based exchange rate,70.18,64.06,87.95,123.64,122.24,115.95,125.08,122.18,116.77,131.92,120.81,106.84,108.30,122.61,135.42,126.99,135.28,137.94
